file,root_file,spec_id,detector,acquired_at,live_time_s,real_time_s,dead_time_percent,n_channels,total_counts
11.10_4_with 12.5_6_L.Spe,11.10_4_with 12.5_6_L.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-10 15:24:19,695.0,710.0,2.1127,16384,250676
11.10_4_with 12.5_6_R.Spe,11.10_4_with 12.5_6_R.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-10 15:37:41,473.0,483.0,2.0704,16384,179287
11.10_4_with Cu.Spe,11.10_4_with Cu.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-10 10:41:40,1801.0,1825.0,1.3151,16384,413283
11.11_1_with 12.5.Spe,11.11_1_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-11 10:04:38,373.0,390.0,4.3590,16384,275628
11.11_1_with Cu.Spe,11.11_1_with Cu.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-11 11:24:23,1765.0,1788.0,1.2864,16384,398107
11.11_2_with 12.5.Spe,11.11_2_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-11 10:12:21,264.0,276.0,4.3478,16384,194543
11.11_2_with Cu.Spe,11.11_2_with Cu.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-11 10:18:34,1722.0,1745.0,1.3181,16384,381496
11.11_3_with 12.5.Spe,11.11_3_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-11 09:52:39,292.0,304.0,3.9474,16384,204015
11.11_3_with 12.5_9_L_1h.Spe,11.11_3_with 12.5_9_L_1h.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-11 08:48:28,3618.0,3691.0,1.9778,16384,1244646
11.11_3_with Cu.Spe,11.11_3_with Cu.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-11 10:49:12,1914.0,1937.0,1.1874,16384,394879
11.11_4_with 12.5.Spe,11.11_4_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-11 09:59:24,237.0,246.0,3.6585,16384,162808
11.11_4_with Cu.Spe,11.11_4_with Cu.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-11 11:56:13,2255.0,2282.0,1.1832,16384,452287
11.12_1_with 12.5.Spe,11.12_1_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-12 12:04:51,515.0,534.0,3.5581,16384,336683
11.12_1_with Cu.Spe,11.12_1_with Cu.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-12 14:02:40,1777.0,1798.0,1.1680,16384,354686
11.12_2_with 12.5.Spe,11.12_2_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-12 12:15:07,368.0,382.0,3.6649,16384,238791
11.12_2_with Cu.Spe,11.12_2_with Cu.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-12 13:38:19,1369.0,1385.0,1.1552,16384,266891
11.12_3_with 12.5.Spe,11.12_3_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-12 12:23:26,583.0,604.0,3.4768,16384,355267
11.12_3_with Cu.Spe,11.12_3_with Cu.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-12 13:16:05,1250.0,1263.0,1.0293,16384,224907
11.12_4_with 12.5.Spe,11.12_4_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-12 12:34:33,441.0,456.0,3.2895,16384,264055
11.12_4_with Cu.Spe,11.12_4_with Cu.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-12 12:44:25,1811.0,1830.0,1.0383,16384,321481
11.13_1_with 12.5.Spe,11.13_1_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-13 09:26:28,494.0,512.0,3.5156,16384,295362
11.13_1_with Cu.Spe,11.13_1_with Cu.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-13 11:38:28,3195.0,3229.0,1.0530,16384,582852
11.13_2_with 12.5.Spe,11.13_2_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-13 09:36:12,517.0,535.0,3.3645,16384,302469
11.13_2_with Cu.Spe,11.13_2_with Cu.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-13 11:06:13,1853.0,1872.0,1.0150,16384,326581
11.13_3_with 12.5.Spe,11.13_3_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-13 09:09:35,889.0,918.0,3.1590,16384,487254
11.13_3_with 12.5_9_L_19h.Spe,11.13_3_with 12.5_9_L_19h.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-12 21:43:16,64912.0,65930.0,1.5441,16384,17400637
11.13_3_with Cu.Spe,11.13_3_with Cu.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-13 10:31:38,1990.0,2009.0,0.9457,16384,321787
11.13_4_with 12.5.Spe,11.13_4_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-13 09:55:06,516.0,533.0,3.1895,16384,277351
11.13_4_with Cu.Spe,11.13_4_with Cu.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-13 09:56:23,2019.0,2038.0,0.9323,16384,320979
11.14_1_with 12.5.Spe,11.14_1_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-14 12:05:24,648.0,668.0,2.9940,16384,343491
11.14_1_with Cu.Spe,11.14_1_with Cu.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-14 09:17:19,1786.0,1803.0,0.9429,16384,297203
11.14_2_with 12.5.Spe,11.14_2_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-14 11:52:19,697.0,718.0,2.9248,16384,361101
11.14_2_with Cu.Spe,11.14_2_with Cu.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-14 09:48:37,1786.0,1802.0,0.8879,16384,283518
11.14_3_with 12.5.Spe,11.14_3_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-14 11:42:18,520.0,535.0,2.8037,16384,249492
11.14_3_with Cu.Spe,11.14_3_with Cu.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-14 10:19:56,2140.0,2158.0,0.8341,16384,307398
11.14_4_with 12.5.Spe,11.14_4_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-14 11:28:52,715.0,735.0,2.7211,16384,337449
11.14_4_with Cu.Spe,11.14_4_with Cu.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-14 10:56:54,1792.0,1807.0,0.8301,16384,251805
11.15_1_with 12.5.Spe,11.15_1_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-15 09:05:10,410.0,421.0,2.6128,16384,199063
11.15_1_with Cu.Spe,11.15_1_with Cu.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-15 11:12:27,1802.0,1818.0,0.8801,16384,272707
11.15_2_with 12.5.Spe,11.15_2_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-15 09:13:19,406.0,418.0,2.8708,16384,192287
11.15_2_with Cu.Spe,11.15_2_with Cu.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-15 10:41:18,1791.0,1806.0,0.8306,16384,256246
11.15_3_with 12.5.Spe,11.15_3_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-15 09:21:18,427.0,438.0,2.5114,16384,186014
11.15_3_with Cu.Spe,11.15_3_with Cu.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-15 10:10:10,1788.0,1801.0,0.7218,16384,230080
11.15_4_with 12.5.Spe,11.15_4_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-15 09:29:41,457.0,469.0,2.5586,16384,195469
11.15_4_with Cu.Spe,11.15_4_with Cu.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-15 09:38:54,1797.0,1810.0,0.7182,16384,226881
11.16_1_with 12.5.Spe,11.16_1_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-16 11:17:38,464.0,476.0,2.5210,16384,202809
11.16_2_with 12.5.Spe,11.16_2_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-16 11:26:48,595.0,609.0,2.2989,16384,250671
11.16_3_with 12.5.Spe,11.16_3_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-16 11:38:04,678.0,693.0,2.1645,16384,259523
11.16_4_with 12.5.Spe,11.16_4_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-16 11:50:37,478.0,488.0,2.0492,16384,180068
11.17_1_with 12.5.Spe,11.17_1_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-17 09:22:52,530.0,542.0,2.2140,16384,212876
11.17_2_with 12.5.Spe,11.17_2_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-17 09:33:01,507.0,519.0,2.3121,16384,194316
11.17_3_with 12.5.Spe,11.17_3_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-17 09:42:40,493.0,503.0,1.9881,16384,171209
11.17_4_with 12.5.Spe,11.17_4_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-17 09:52:06,531.0,541.0,1.8484,16384,181354
11.18_1_with 12.5.Spe,11.18_1_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-18 09:11:08,563.0,575.0,2.0870,16384,208054
11.18_2_with 12.5.Spe,11.18_2_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-18 09:21:55,498.0,508.0,1.9685,16384,173664
11.18_3_with 12.5.Spe,11.18_3_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-18 09:31:27,513.0,522.0,1.7241,16384,160888
11.18_4_with 12.5.Spe,11.18_4_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-18 09:41:10,520.0,529.0,1.7013,16384,159466
11.19_1_with 12.5.Spe,11.19_1_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-19 09:51:02,594.0,606.0,1.9802,16384,203285
11.19_2_with 12.5.Spe,11.19_2_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-19 10:02:18,614.0,626.0,1.9169,16384,195279
11.19_3_with 12.5.Spe,11.19_3_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-19 10:13:41,561.0,570.0,1.5789,16384,158851
11.19_4_with 12.5.Spe,11.19_4_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-19 10:24:11,704.0,716.0,1.6760,16384,196222
11.20_1_with 12.5.Spe,11.20_1_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-20 09:01:25,539.0,549.0,1.8215,16384,170150
11.20_2_with 12.5.Spe,11.20_2_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-20 09:11:26,493.0,502.0,1.7928,16384,143767
11.20_3_with 12.5.Spe,11.20_3_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-20 09:20:52,529.0,537.0,1.4898,16384,137194
11.20_4_with 12.5.Spe,11.20_4_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-20 09:30:56,547.0,555.0,1.4414,16384,138252
11.21_1_with 12.5.Spe,11.21_1_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-21 09:11:01,592.0,602.0,1.6611,16384,173989
11.21_2_with 12.5.Spe,11.21_2_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-21 09:22:03,597.0,606.0,1.4851,16384,161105
11.21_3_with 12.5.Spe,11.21_3_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-21 09:33:52,630.0,639.0,1.4085,16384,148163
11.21_4_with 12.5.Spe,11.21_4_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-21 09:45:33,647.0,655.0,1.2214,16384,148722
11.22_1_with 12.5.Spe,11.22_1_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-22 11:00:41,608.0,617.0,1.4587,16384,165964
11.22_2_with 12.5.Spe,11.22_2_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-22 11:12:00,601.0,610.0,1.4754,16384,149074
11.22_3_with 12.5.Spe,11.22_3_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-22 11:23:08,613.0,621.0,1.2882,16384,132562
11.22_4_with 12.5.Spe,11.22_4_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-22 11:34:24,578.0,585.0,1.1966,16384,121672
11.23_1_with 12.5.Spe,11.23_1_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-23 13:00:53,888.0,901.0,1.4428,16384,226755
11.23_2_with 12.5.Spe,11.23_2_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-23 13:17:03,1071.0,1086.0,1.3812,16384,245403
11.23_3_with 12.5.Spe,11.23_3_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-23 13:36:07,1001.0,1013.0,1.1846,16384,198349
11.23_4_with 12.5.Spe,11.23_4_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-23 13:54:05,915.0,925.0,1.0811,16384,175283
11.24_1_with 12.5.Spe,11.24_1_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-24 09:15:35,900.0,913.0,1.4239,16384,218539
11.24_2_with 12.5.Spe,11.24_2_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-24 09:31:56,901.0,912.0,1.2061,16384,194346
11.24_3_with 12.5.Spe,11.24_3_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-24 09:48:08,972.0,982.0,1.0183,16384,179254
11.24_4_with 12.5.Spe,11.24_4_with 12.5.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-24 10:05:27,943.0,953.0,1.0493,16384,169695
11.25_1_with 0.Spe,11.25_1_with 0.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-25 10:47:17,407.0,422.0,3.5545,16384,260929
